category_id,category_code,count_purchase_category,sales_category,best_selling_product_id,count_purchase_product,sales_product,category_sales_per
2053013558131687989,not specified,205,7056.46,16300056,33,489.72,0.069400237512860556
2053013553887052089,apparel.shoes,204,7694.88,56700004,132,3703.92,0.481348637015781923
2053013551907340482,sport.ski,202,6088.19,18300021,25,202.57,0.033272614685152730
2232732109796016868,apparel.shirt,202,2544.15,19700027,15,175.05,0.068804905371145569
2232732109796016868,apparel.shirt,202,2544.15,19700095,15,170.40,0.066977182949118566
2053013561243861733,not specified,202,34229.85,11800010,76,398.20,0.011633121383821431
2232732103294845523,apparel.shoes.step_ins,201,43786.77,6400282,30,4305.77,0.098334953685782258
2232732106096640653,appliances.kitchen.toster,201,25794.31,11900142,31,3231.60,0.125283444294497507
2232732099025043963,apparel.shoes.moccasins,198,15785.82,5600002,20,1156.58,0.073267020655246291
2053013552989470973,not specified,196,20593.21,5400768,20,568.42,0.027602301923789443
2232732098303623659,apparel.shoes.espadrilles,193,35884.39,26900021,51,5275.57,0.147015735811588270
2053013562082722579,not specified,192,3592.83,25200032,43,326.51,0.090878221346403810
2134905044833666047,auto.accessories.compressor,192,39171.11,50600003,47,6805.19,0.173729822820951461
2090228401527849663,not specified,190,2440.14,40500104,55,777.41,0.318592375847287451
2232732111943500574,furniture.kitchen.table,188,4199.60,22500276,32,392.59,0.093482712639298981
2053013555120177537,appliances.kitchen.steam_cooker,185,17760.06,3000097,32,2918.16,0.164310255708595579
2053013554004492609,computers.components.cooler,185,6644.81,30901033,10,248.94,0.037463825150756756
2232732087742365937,construction.tools.saw,185,10740.43,27400032,34,1957.28,0.182234789482357783
2053013556856619499,accessories.bag,185,7958.39,16000973,36,1389.24,0.174562945520387918
2053013565882762215,apparel.jumper,184,13107.70,28716179,11,845.58,0.064510173409522647
2053013565882762215,not specified,184,13107.70,28716179,11,845.58,0.064510173409522647
2053013565882762215,not specified,184,13107.70,28718877,11,393.58,0.030026625571229125
2179887855134835524,not specified,184,287678.03,100040545,36,52819.92,0.183607764555395488
2053013556823065065,construction.tools.light,183,8897.55,25800007,64,3177.66,0.357138762917881889
2053013558987326060,apparel.shoes.moccasins,180,15602.26,38900019,49,4919.11,0.315281888649464885
2053013553283072273,not specified,179,18204.79,10100202,13,120.12,0.006598263424076850
2053013553257906447,kids.toys,179,6825.78,100030384,14,576.24,0.084421121102643214
2053013558727279193,not specified,179,1624.35,17400154,52,267.14,0.164459630005848493
2232732105811427975,appliances.kitchen.grill,178,8109.26,11000101,33,1242.37,0.153203868170461916
2053013556521075159,not specified,177,11028.32,7800037,12,766.77,0.069527362281834405
2232732108319621820,apparel.underwear,176,8960.79,15500195,22,1022.20,0.114074763497414848
2053013565941482475,appliances.personal.massager,175,34114.58,29100102,30,20077.80,0.588540149109266478
2053013566562238479,apparel.jeans,175,2328.22,32403932,9,105.39,0.045266340809717295
2053013566562238479,not specified,175,2328.22,32403932,9,105.39,0.045266340809717295
2232732103462617687,apparel.shoes.slipons,175,19388.46,6500865,11,1376.15,0.070977787818114487
2061717948493463814,not specified,172,4163.73,34200027,15,242.70,0.058289082145095864
2232732103210959441,computers.ebooks,172,24828.68,5200131,33,3994.94,0.160900217007106298
2053013558433677895,furniture.kitchen.table,170,18776.74,16900195,21,2351.37,0.125227808448111866
2053013551932506308,construction.tools.drill,167,13900.84,12300108,35,1656.89,0.119193516363039931
2053013563718501229,computers.components.cooler,166,11734.16,25900012,23,1178.06,0.100395767570921140
2053013557695480347,appliances.environment.air_conditioner,165,54622.43,4201361,13,2673.71,0.048948939107981831
2165087460176953468,auto.accessories.compressor,161,8870.02,22600026,54,1804.80,0.203471920018218674
2232732108923601612,apparel.costume,159,19931.86,18500031,28,1802.60,0.090438122683984335
2134904835026190593,not specified,157,4822.61,100004623,22,673.86,0.139729316697804716
2053013554499420513,electronics.audio.acoustic,156,40074.41,18200005,33,4419.19,0.110274611653671258
2053013558156853815,not specified,154,7131.18,16100792,19,849.15,0.119075664896973572
2053013561529074421,electronics.clocks,153,4958.65,48300047,14,376.63,0.075954140743952487
2232732104259535467,apparel.scarf,153,40447.03,9000121,22,4882.78,0.120720359442955391
2232732097255047630,accessories.bag,153,12655.83,100017543,27,1458.81,0.115267825184124629
2053013557418656265,furniture.bathroom.toilet,150,11846.01,13800225,14,781.92,0.066007035280233598
2232732069102879671,appliances.kitchen.kettle,149,7572.08,100018930,22,1132.12,0.149512419308829278
2053013561847841545,furniture.bedroom.blanket,148,5131.25,23700132,14,432.46,0.084279658952496955
2053013561847841545,furniture.bedroom.blanket,148,5131.25,23700138,14,200.34,0.039043118148599269
2053013559675191951,not specified,148,20575.85,25600081,8,903.50,0.043910701137498572
2053013559675191951,not specified,148,20575.85,25600044,8,535.20,0.026011076091631694
2053013553325015316,appliances.kitchen.toster,147,39153.08,12202301,16,3232.62,0.082563619516012533
2053013553115300101,not specified,142,3093.52,10301494,17,98.09,0.031708215883524270
2232732106247635599,appliances.kitchen.toster,142,21427.19,11800010,66,702.19,0.032770979302465699
2232732109108150994,construction.tools.painting,141,882.49,17400154,28,124.66,0.141259391041258258
2053013552695869677,electronics.tablet,141,32486.09,18500060,14,6015.23,0.185163249870944764
2053013558836331105,not specified,140,3582.44,19600042,17,250.24,0.069851832829021561
2232732081895506036,furniture.bedroom.bed,140,16415.23,26601229,8,685.76,0.041775838657149489
2053013554591695207,electronics.audio.acoustic,139,53138.74,12600068,15,632.96,0.011911460452393113
2232732084688912563,furniture.kitchen.chair,139,4861.58,10100767,13,514.40,0.105809222516136729
2053013555178897795,not specified,138,18896.27,3400032,23,3411.01,0.180512344499734604
2055156924273394455,not specified,138,37283.02,32801022,19,3097.38,0.083077497477403923
2232732100224614933,country_yard.cultivator,136,1746.96,40500104,38,489.06,0.279949168841873884
2232732076711346189,not specified,135,22890.56,13400652,8,492.16,0.021500566172256161
2127425440925614628,not specified,134,15899.31,43900090,19,1124.42,0.070721308031606403
2053013555397001616,appliances.kitchen.mixer,133,25955.99,12100045,18,6923.21,0.266728797476035397
2053013563307459413,not specified,133,1444.89,24100862,7,81.06,0.056101156489421340
2053013566411243525,not specified,133,2928.13,29501135,28,459.21,0.156827053443665411
2232732082189107324,not specified,133,13365.30,5400104,10,312.81,0.023404637381876950
2053013558785999453,not specified,131,4890.09,22200188,9,393.57,0.080483181291141881
2053013561185141473,not specified,130,104933.67,9600124,21,34028.42,0.324285045972374739
2232732097087275466,sport.trainer,129,6898.83,9800446,14,236.41,0.034268129523411941
2053013561780732677,furniture.bedroom.pillow,129,3110.39,22900288,14,108.78,0.034973106266416752
2053013560220451507,apparel.shirt,129,5586.87,8300457,17,852.89,0.152659718232212312
2053013560220451507,not specified,129,5586.87,8300457,17,852.89,0.152659718232212312
2232732110207058672,appliances.kitchen.kettle,128,15479.37,20000092,8,739.28,0.047759049625404651
2232732094386143634,computers.components.power_supply,127,7209.41,9700230,20,628.63,0.087195762205228999
2232732104888681081,apparel.scarf,126,2446.58,10301702,11,50.71,0.020726892233239870
2053013558802776671,not specified,124,10464.50,21900269,12,223.83,0.021389459601509867
2053013559708746385,not specified,124,25738.31,18600003,28,10855.28,0.421755740761534071
2053013562560873263,furniture.living_room.cabinet,122,8912.40,100025290,45,5560.20,0.623872357614110677
2119149008294249184,not specified,122,9399.08,48400005,57,3628.11,0.386006928337667091
2232732124283142224,apparel.shirt,121,22556.19,50600003,22,3198.99,0.141823153644298971
2053013560497275585,electronics.camera.photo,121,67987.98,18900005,17,2405.06,0.035374782424775674
2053013562686702389,kids.skates,121,8153.99,48400005,74,4652.06,0.570525595444684136
2232732112211936036,apparel.tshirt,120,6950.09,22600026,38,1269.96,0.182725691321982881
2096280538292683405,appliances.kitchen.kettle,119,3476.66,36000069,14,251.86,0.072443091933062192
2232732111012365062,country_yard.furniture.hammok,119,5843.79,21700002,65,3025.22,0.517681162396321565
2135658542386905834,not specified,118,25211.73,51800035,12,2409.36,0.095565040558501935
2232732106943890077,appliances.kitchen.toster,117,3463.67,14400029,26,400.92,0.115750057020443633
2232732091559182664,not specified,117,14986.54,100027855,14,1891.54,0.126215924422848770
2232732092414820704,not specified,117,6200.18,42600178,12,484.92,0.078210632594537578
2053013557645148695,electronics.audio.microphone,115,26580.75,14200435,8,3052.44,0.114836488812392427
2053013557645148695,not specified,115,26580.75,14200435,8,3052.44,0.114836488812392427
2053013552058335434,appliances.kitchen.meat_grinder,114,6783.63,3200589,88,4980.80,0.734238158625986382
2232732115533824882,apparel.shoes,114,21271.84,29400005,36,6023.16,0.283151810092591896
2053013552637149417,computers.peripherals.mouse,113,2470.23,21800277,13,96.72,0.039154248794646652
2232732078733000751,electronics.telephone,113,14833.26,6902646,6,880.20,0.059339619207106192
2053013564154708873,not specified,112,18738.15,27201890,7,1246.14,0.066502829788426285
2079713978300236035,not specified,111,16352.71,27800073,8,1366.07,0.083537835624798581
2102307650380235197,not specified,110,25369.85,42000012,15,2754.24,0.108563511412168381
2053013559348036219,sport.ski,110,14633.89,45500010,15,293.07,0.020026800802794062
2151564095713706619,not specified,110,4395.14,56700004,41,1150.46,0.261757304659237248
2232732098370732525,apparel.shoes.moccasins,109,19174.50,26300621,12,1992.36,0.103906751153876242
2232732114460083030,furniture.living_room.cabinet,109,16254.97,30200002,52,8690.47,0.534634637898439677
2053013561126421213,not specified,107,6713.56,21700003,33,2022.41,0.301242559834126752
2232732082935693457,accessories.bag,107,7949.87,28401069,15,698.85,0.087907097851914560
2232732108168626872,apparel.underwear,107,85340.02,14300048,21,12200.37,0.142961883533657480
2053013564674802599,sport.trainer,106,44253.61,27000036,18,4685.72,0.105883339234923433
2053013557955527211,country_yard.lawn_mower,105,19666.27,26800031,41,12653.01,0.643386366606377315
2232732109049430736,apparel.costume,105,23172.68,18200008,26,4014.92,0.173260926228645111
2053013563483620193,not specified,105,6841.42,28000020,12,741.36,0.108363468402758492
2232732093857661318,furniture.bedroom.blanket,104,1655.25,11100084,13,164.41,0.099326385742334995
2232732110718763774,furniture.living_room.cabinet,103,10547.43,20900022,15,1374.60,0.130325586422474480
2232732110861370114,furniture.living_room.cabinet,103,2340.30,21800017,8,56.84,0.024287484510532838
2232732108839715530,apparel.costume,101,32794.23,17900034,14,3513.30,0.107131650903222915
2053013554692358509,not specified,100,4077.02,27500014,31,1174.59,0.288100131959127009
2053013565127787455,apparel.shoes,100,6603.52,28715839,9,416.20,0.063026991665051367
2053013561352913645,not specified,100,8196.27,100027969,32,4745.50,0.578982878797306580
2232732097649312217,apparel.shoes.keds,100,3356.76,28718451,15,885.72,0.263861580810066850
2071490004441367490,not specified,100,2439.95,29501858,33,506.97,0.207778847927211623
2053013558391734853,computers.desktop,99,16429.08,17000006,18,2811.42,0.171124615620594702
2053013558861496931,not specified,98,3060.62,17700530,7,80.15,0.026187504492553796
2232732087339712749,appliances.ironing_board,98,2198.86,25200369,21,534.31,0.242994096941142228
2053013561495519987,electronics.clocks,98,2992.94,100013405,20,277.40,0.092684784860371407
2232732083229294743,furniture.kitchen.chair,96,5855.50,16700027,11,309.37,0.052834087609939373
2053013566377689091,not specified,94,1512.23,29501031,27,251.32,0.166191650740958717
2053013554449088861,not specified,93,13192.71,30200002,34,5687.86,0.431136589828776650
2232732096365855160,not specified,93,2546.12,29501135,31,525.18,0.206266790253405181
2053013555380224399,not specified,92,29213.74,18700070,11,3397.79,0.116307942769395497
2053013555380224399,not specified,92,29213.74,18700008,11,4761.83,0.162999670702895281
2053013563215184719,not specified,92,2247.61,24400172,11,58.85,0.026183368111015701
2053013563215184719,not specified,92,2247.61,24400438,11,564.85,0.251311392990776870
2232732101575180847,computers.components.cooler,91,1957.63,29501509,14,445.06,0.227346332044359762
2232732094235148686,not specified,89,19403.39,26204057,16,4785.76,0.246645560389189724
2078957452669223168,not specified,89,1221.05,38300037,6,51.83,0.042447074239384137
2053013552737812719,stationery.cartrige,87,3101.48,12900110,5,64.20,0.020699794936610908
2053013557225718275,apparel.shoes.sandals,87,6117.88,19001792,4,335.96,0.054914447488345636
2053013557225718275,not specified,87,6117.88,100001652,4,240.92,0.039379654390082839
2053013558618227283,construction.tools.welding,86,667.23,24600345,4,19.04,0.028535887175336840
2059484599414685885,apparel.jacket,85,6973.47,31900075,26,2000.00,0.286801262499157521
2059484599414685885,not specified,85,6973.47,31900075,26,2000.00,0.286801262499157521
2232732080201007182,construction.tools.drill,85,47553.42,9600120,18,2117.22,0.044522980681515651
2089490106086851034,not specified,85,13148.20,41200009,26,2620.28,0.199288115483488234
2232732092356100446,not specified,84,4121.82,8000328,24,1290.48,0.313084996433614277
2090228413959766319,not specified,83,7292.36,41100008,19,1499.36,0.205606964000680164
2232732086433743059,not specified,83,11029.59,27800069,12,1328.04,0.120407014222650162
2127425375913902544,not specified,82,7371.79,49100009,15,1314.45,0.178308117838408311
2232732104569913971,appliances.kitchen.grill,81,6115.04,8200302,12,990.38,0.161958057510662236
2232732085594882243,not specified,81,4513.28,100001998,18,1065.60,0.236103233125354509
2100064858975240628,furniture.kitchen.table,81,11610.69,43800006,34,3997.56,0.344299951165692995
2078957452635668734,not specified,80,1153.52,38100123,30,440.10,0.381527845204244400
2104564977229628393,not specified,80,4501.02,44700037,18,634.68,0.141008038178012984
2232732100954423843,appliances.personal.massager,80,879.61,24100687,7,28.56,0.032468935096235832
2090971680783466556,not specified,80,26916.05,41600014,18,3243.78,0.120514711482554089
2053013560237228724,appliances.kitchen.kettle,79,12337.74,42400006,16,1552.01,0.125793702898585965
2232732104418919023,apparel.shoes.step_ins,79,3679.81,8300376,9,226.81,0.061636334484660893
2232732113503781696,accessories.bag,79,6453.89,27700710,14,1477.14,0.228875918244655549
2053013561814287111,not specified,78,1570.56,23900331,7,81.06,0.051612163814180929
2232732112706863918,apparel.tshirt,78,4391.27,27500014,22,845.10,0.192450020153622984
2232732067123168163,not specified,78,3620.32,5301317,13,240.41,0.066405732089980996
2053013551966060743,kids.carriage,77,31423.84,7001177,13,5655.26,0.179967184150632132
2232732112035775264,sport.tennis,77,3359.98,22800101,15,381.15,0.113438175227233495
2084962304016777941,apparel.costume,77,10636.20,39700098,10,1364.30,0.128269494744363588
2232732098706276853,apparel.shoes,76,6157.27,28721476,7,433.73,0.070441932869599676
2053013558668558935,accessories.bag,75,3949.77,40900000,8,589.26,0.149188433756902301
2139150089359196199,accessories.bag,74,2388.01,52900016,10,120.40,0.050418549336058057
2232732062048060242,appliances.kitchen.washer,74,17978.34,3601307,35,8164.03,0.454103660293441997
2106075725441269865,not specified,73,3187.10,45100016,21,578.64,0.181556901258197107
2053013561327747819,not specified,73,12386.65,22000273,8,1330.79,0.107437442730681823
2053013561327747819,apparel.shoes.ballet_shoes,73,12386.65,22000273,8,1330.79,0.107437442730681823
2095518917320508073,not specified,73,1159.74,42200034,10,74.10,0.063893631331160433
2095518917320508073,not specified,73,1159.74,42200091,10,90.60,0.078120958145791298
2053013556437189073,not specified,72,4538.54,100013507,5,61.39,0.013526376323663557
2095518906859913319,not specified,72,8578.86,42400006,27,2535.34,0.295533439174902027
2053013551898951873,construction.tools.light,72,5865.29,13800225,10,559.50,0.095391702712056863
2232732089109709071,apparel.shoes,71,1242.33,38300631,13,135.72,0.109246335514718312
2053013563768832881,not specified,71,31232.55,19400021,17,8492.23,0.271903190741710171
2053013563768832881,apparel.costume,71,31232.55,19400034,17,2838.62,0.090886591072454859
2053013563768832881,not specified,71,31232.55,19400034,17,2838.62,0.090886591072454859
2232732102304989759,apparel.shoes.slipons,71,5000.38,100017437,28,1421.68,0.284314392106199929
2116907524572577889,apparel.shoes,70,4702.26,100003860,3,227.82,0.048449043651350627
2116907524572577889,apparel.shoes,70,4702.26,45600192,3,213.09,0.045316507381556953
2053013552167387343,appliances.environment.climate,69,7871.60,4300359,15,231.30,0.029384115046496265
2053013559440310913,sport.snowboard,69,20206.95,20200066,6,2160.66,0.106926577241988524
2232732082642092168,not specified,69,7789.79,43900043,5,256.70,0.032953391554842942
2053013558282682943,not specified,68,18813.64,28600033,14,2774.52,0.147473854076085223
2053013563450065759,not specified,68,1653.24,26600155,5,97.80,0.059156565289976047
2053013563450065759,apparel.shoes,68,1653.24,26600155,5,97.80,0.059156565289976047
2099306010899383229,not specified,68,2793.01,43500001,12,284.16,0.101739700180092445
2232732109628244704,apparel.shirt,68,1062.50,19600042,11,161.92,0.152395294117647059
2053013564968403895,not specified,67,3834.30,25700057,8,333.58,0.086998930704431057
2053013561604571899,not specified,67,5173.44,25400175,6,403.08,0.077913341992948599
2109094148110811752,computers.notebook,66,1470.57,45500014,11,392.52,0.266916909769681144
2109094148110811752,computers.notebook,66,1470.57,45500012,11,302.94,0.206001754421754830
2144356630513320518,not specified,66,96437.45,44500004,7,11711.98,0.121446388306617398
2144356630513320518,not specified,66,96437.45,44500031,7,9639.91,0.099960233291112529
2232732088103076087,not specified,66,1512.05,22200188,4,174.92,0.115684005158559571
2232732088103076087,not specified,66,1512.05,22200135,4,21.84,0.014443966800039681
2232732088103076087,not specified,66,1512.05,22200239,4,51.32,0.033940676564928408
2232732088103076087,not specified,66,1512.05,22200176,4,128.68,0.085103005852981052
2079713983761220055,not specified,65,5252.95,39600007,21,972.93,0.185215926289037588
2232732129735737558,sport.ski,65,3916.27,100022234,5,487.15,0.124391321333820191
2232732107111662241,appliances.kitchen.toster,65,2087.71,14500000,21,431.97,0.206910921536037093
2232732120768316412,apparel.shoes,65,1987.38,43500014,14,170.52,0.085801406877396371
2059484601444729123,not specified,64,97872.50,29900075,26,37118.12,0.379249738179774707
2059484601444729123,apparel.shirt,64,97872.50,29900075,26,37118.12,0.379249738179774707
2100825583029060150,apparel.jeans,64,2589.83,44300073,11,444.84,0.171764169848986227
2053013562149831447,furniture.universal.light,64,3061.79,25000620,4,135.54,0.044268222183755254
2232732082809864333,electronics.audio.music_tools.piano,64,4370.42,14300018,39,2871.72,0.657081012808837595
2053013560463721151,not specified,64,2977.01,22800104,19,317.87,0.106774918458453280
2232732110936867588,construction.tools.pump,63,853.06,21900487,12,221.04,0.259114247532412726
2232732117446427558,apparel.shoes,63,681.37,38100015,13,114.66,0.168278615143020679
2127425434894205468,construction.tools.painting,62,4728.45,40900042,9,356.76,0.075449671668305682
2053013554298093907,not specified,62,4088.64,44100014,15,420.90,0.102943766142286922
2232732067559375783,not specified,62,2122.95,5301045,9,83.16,0.039171907016180315
2053013553585062181,electronics.audio.acoustic,61,4387.14,28720729,6,566.82,0.129200344643663070
2053013553585062181,electronics.audio.acoustic,61,4387.14,100025437,6,375.80,0.085659450120123816
2232732109175259860,sport.trainer,61,40012.43,18900005,11,2037.37,0.050918427098779054
2053013563248739153,apparel.shoes,61,869.32,53400013,5,63.02,0.072493443150968573
2135658542781170420,apparel.shoes,61,4223.46,45601618,3,125.88,0.029804946655112159
2053013552603594983,electronics.video.tv,60,20469.20,2100099,29,9904.04,0.483850858851347390
2146660887002349890,apparel.dress,60,2880.05,48200376,4,257.40,0.089373448377632333
2146660887002349890,apparel.dress,60,2880.05,48200526,4,113.24,0.039318761827051614
2070747673266226092,not specified,60,781.59,35600120,19,258.78,0.331094307757264039
2146551843914777018,apparel.costume,60,7688.04,55000027,16,1560.96,0.203037445174582859
2232732070637994954,furniture.kitchen.table,60,9659.02,43800006,28,3452.40,0.357427565115301552
2053013560841208525,not specified,59,8717.20,5900113,26,3050.31,0.349918551828568806
2053013560841208525,electronics.audio.subwoofer,59,8717.20,5900113,26,3050.31,0.349918551828568806
2055156924466332447,not specified,59,4608.38,32701166,4,292.40,0.063449628719853831
2084218014168776941,not specified,59,12430.62,39500000,12,1942.92,0.156301133813116321
2053013560413389501,apparel.dress,59,7731.54,28900017,15,2203.10,0.284949699542393883
2053013560413389501,not specified,59,7731.54,28900017,15,2203.10,0.284949699542393883
2232732103689110109,apparel.shoes,59,5664.91,5900087,9,385.96,0.068131709065104300
2232732111154971402,construction.tools.pump,59,421.77,24600505,5,32.95,0.078123147687128056
2053013561638126333,not specified,59,14031.57,23100035,8,3288.32,0.234351537283425875
2053013561638126333,apparel.shirt,59,14031.57,23100035,8,3288.32,0.234351537283425875
2134905044766557181,appliances.environment.vacuum,58,10652.54,51000001,19,3429.88,0.321977669175614454
2134905045613805589,not specified,58,8893.35,49400034,5,759.35,0.085384022893510320
2134905045613805589,not specified,58,8893.35,49400035,5,759.35,0.085384022893510320
2053013561587794682,electronics.clocks,57,2551.22,100002459,9,450.63,0.176633140223108944
2136221634460123799,not specified,57,9203.60,100014133,5,945.85,0.102769568429744882
2232732115777094520,apparel.underwear,57,788.80,32401866,5,80.20,0.101673427991886410
2053013560623104713,auto.accessories.parktronic,57,2747.56,18800009,10,321.80,0.117122101064216978
2126679654801604876,accessories.bag,56,934.66,49800017,8,98.64,0.105535702822416708
2053013556789510631,appliances.environment.vacuum,56,8015.56,37000038,20,1698.80,0.211937781015924028
2232732120382440434,sport.snowboard,55,9756.58,42300027,10,2133.90,0.218713934595934231
2232732116498514828,apparel.jeans,54,1254.27,29501858,20,306.40,0.244285520661420587
2053013558978937451,sport.bicycle,54,907.09,100036349,4,161.31,0.177832409132500634
2090971686529663114,appliances.environment.vacuum,54,2145.04,41900000,38,1148.33,0.535341998284414277
2125175529001713727,not specified,54,13007.03,41000011,8,612.61,0.047098376800853077
2125175529001713727,not specified,54,13007.03,100000367,8,4426.08,0.340283677365240182
2137704926053138958,not specified,54,5630.92,52100001,8,710.24,0.126132141816967742
2134904816839688395,not specified,54,1179.00,50900117,13,501.93,0.425725190839694656
2152289064542273825,not specified,54,2320.11,57000001,26,859.58,0.370491054303459750
2162513074060264222,not specified,53,2385.18,100003143,11,504.02,0.211313192295759649
2053013562359546659,not specified,53,956.06,23200236,3,75.69,0.079168671422295672
2070005009382114061,apparel.underwear,53,1316.75,35109132,3,52.32,0.039734194038352003
2100065069302809284,not specified,53,4346.87,44100014,7,198.22,0.045600627578004403
2059484387635888645,not specified,52,8801.58,29400008,17,2828.27,0.321336623651662542
2112418071384687332,not specified,52,9996.93,47100026,5,370.73,0.037084384906166193
2146660887094624580,apparel.jeans,52,2016.78,44400139,5,128.70,0.063814595543390950
2232732066963784607,not specified,52,5534.80,100017847,6,540.42,0.097640384476403845
2053013565916316649,appliances.personal.massager,51,2153.21,29100044,40,1790.27,0.831442358153640379
2053013558349791811,not specified,51,3969.08,17100025,5,234.25,0.059018714664355468
2053013558349791811,not specified,51,3969.08,17100005,5,139.64,0.035181956523929979
2232732106373464721,appliances.kitchen.toster,51,19123.76,11700279,11,3083.19,0.161223002171121160
2232732083992658091,computers.peripherals.printer,51,3682.11,16400017,34,2405.84,0.653386237782141218
2088750507198775704,not specified,51,545.02,40600121,5,101.94,0.187039007742835125
2127425439776375330,not specified,51,4086.78,47800003,8,538.73,0.131822608508410044
2232732120994807810,apparel.shoes,51,1858.18,36000087,9,300.96,0.161964933429484765
2232732098806940151,apparel.shoes.moccasins,50,3043.96,100012191,28,1592.92,0.523305168267651349
2232732112782361392,kids.swing,50,6224.85,27201890,7,1246.14,0.200187956336297260
2055156895844401457,not specified,49,512.97,31401133,12,70.68,0.137785835428972455
2232732095568937384,sport.trainer,49,2204.47,52900154,4,174.00,0.078930536591561691
2232732095568937384,sport.trainer,49,2204.47,52900196,4,161.61,0.073310138037714281
2232732114283922258,furniture.bathroom.bath,49,5763.75,28900003,15,1527.38,0.264997614400346996
2053013562753811257,not specified,49,403.92,26009643,7,75.53,0.186992473757179640
2147846602826449803,not specified,49,9367.13,55600013,23,3562.50,0.380319265345949079
2053013557099889147,furniture.bedroom.bed,48,3692.24,13500355,5,302.45,0.081915043442463112
2061717948468297988,not specified,48,656.62,34500004,7,79.68,0.121348725290122141
2232732115290555244,apparel.shoes,48,648.18,31401133,15,88.35,0.136304730167546052
2075210504652981138,not specified,48,6872.89,37000040,9,1666.98,0.242544257219306580
2053013563366179673,not specified,47,4888.36,27300001,13,1016.47,0.207936813164333232
2232732101734564403,not specified,47,8472.80,3400015,13,2472.86,0.291858653573789066
2232732107212325539,not specified,47,15110.45,13700348,10,3584.68,0.237231849481650116
2053013563332625239,apparel.shoes,45,2343.73,24000046,6,509.64,0.217448255558447432
2053013559255761525,sport.ski,45,1538.68,45100016,12,493.15,0.320501988717602101
2127425432411177496,not specified,45,209.07,50300160,6,23.16,0.110776295020806428
2053013559842964121,furniture.living_room.chair,45,7800.54,29800030,6,1019.16,0.130652493288926151
2053013562116277013,construction.tools.light,45,2082.31,25100340,12,1080.84,0.519058161368864386
2079713971606127501,not specified,44,686.09,38400047,5,35.70,0.052033989709804836
2173216765583032544,apparel.shirt,44,2922.76,57300037,4,410.84,0.140565766604168662
2053013565362668491,apparel.shoes.keds,44,3122.31,28714643,6,416.22,0.133305149072321454
2232732092490318178,computers.desktop,44,6882.38,17000006,15,2366.85,0.343899929966087313
2080463777718862211,not specified,43,336.37,38600176,5,29.85,0.088741564348782591
2105319819401232597,not specified,43,16204.06,44900093,10,1591.10,0.098191440910487865
2053013560010736293,not specified,43,21770.18,30400003,15,5364.94,0.246435261444783644
2134905045102100487,furniture.kitchen.table,42,7668.22,33300011,33,5165.58,0.673634820075584686
2232732098077131237,apparel.shoes.moccasins,42,7734.86,51000001,10,1787.45,0.231090155477927202
2103807459595387724,not specified,42,648.39,44600193,4,181.94,0.280602723669396505
2232732113310843708,construction.tools.light,42,7918.49,22000275,5,646.55,0.081650668246092374
2116907504691576833,not specified,42,1693.03,48300082,5,187.03,0.110470576422154362
2116907504691576833,not specified,42,1693.03,48300047,5,136.58,0.080671931389284301
2055156924407612189,accessories.bag,41,946.42,32900141,8,118.92,0.125652458739248959
2232732090292502828,not specified,41,3755.30,49100037,16,1102.88,0.293686256757116609
2053013562250494749,not specified,41,931.78,25510241,4,45.13,0.048434179741999184
2232732114686575452,furniture.bathroom.bath,41,1166.19,26600153,3,50.97,0.043706428626553135
2232732114686575452,furniture.bathroom.bath,41,1166.19,28720730,3,295.77,0.253620765055436936
2232732091055866172,not specified,41,17135.50,57800007,23,9661.36,0.563821306644101427
2232732097330545104,accessories.bag,41,1193.80,28401070,11,438.90,0.367649522533087619
2053013559574528649,medicine.tools.tonometer,40,694.32,29501031,14,130.03,0.187276759995391174
2080463777567867259,not specified,40,214.27,38500188,7,21.96,0.102487515751155085
2232732112128049954,sport.tennis,40,2854.51,26100002,15,772.20,0.270519283519763462
2053013562644759347,apparel.shoes,40,1541.90,33500003,7,792.61,0.514047603605940722
2232732097842250207,apparel.shoes.keds,40,2711.88,28718470,5,295.24,0.108869124002536985
2053013561696846593,construction.tools.welding,40,1863.21,54200002,4,198.28,0.106418492816161356
2053013561696846593,not specified,40,1863.21,23800005,4,230.63,0.123781001604757381
2053013561696846593,construction.tools.welding,40,1863.21,23800088,4,118.40,0.063546245458107245
2053013561696846593,not specified,40,1863.21,23800088,4,118.40,0.063546245458107245
2084962291626803333,not specified,39,565.15,38700087,8,40.12,0.070990002654162612
2053013559549362823,computers.components.cooler,39,2405.83,26300074,10,254.80,0.105909395094416480
2053013559641637517,not specified,38,31800.79,30300017,8,7586.32,0.238557595581744982
2053013562393101093,apparel.jumper,38,1065.36,58600069,4,36.04,0.033828940452053766
2232732100056842769,appliances.personal.massager,38,11864.33,18700023,6,2733.66,0.230409976795992694
2053013561747178243,not specified,38,1928.10,23400117,4,33.96,0.017613194336393341
2152289023127715889,not specified,38,1056.30,57100052,5,167.30,0.158383035122597747
2232732110022509290,sport.ski,38,10040.69,100026300,5,500.65,0.049862111070055942
2053013560111399597,not specified,38,3354.77,27600062,6,579.84,0.172840462982559162
2053013559406756479,sport.snowboard,37,14165.23,44900095,6,1528.86,0.107930474831682931
2053013566587404305,not specified,37,2380.91,32601046,5,386.10,0.162164886534980323
2053013566587404305,not specified,37,2380.91,32600118,5,339.80,0.142718540390018942
